                  上证50 (000016)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	
 2005/07/15	  752.86	  757.79	  744.93	  748.52	        3338828	     746.14	     741.69	     755.95	     757.35	     797.02	           	           	           	           	           	      -3.51	      -3.33	      -0.36	 3338828.00	 4412337.00	 3675083.50	
 2005/07/18	  746.77	  750.76	  743.13	  746.92	        2937647	     750.14	     741.67	     754.28	     756.36	     796.29	           	           	           	           	           	      -3.31	      -3.33	       0.03	 2937647.00	 4340288.50	 3673645.25	
 2005/07/19	  745.29	  752.14	  743.54	  747.48	        3156551	     749.02	     742.30	     753.14	     755.33	     795.61	           	           	           	           	           	      -3.07	      -3.28	       0.41	 3156551.00	 3518694.75	 3608620.00	
 2005/07/20	  747.59	  755.66	  744.99	  753.55	        3900027	     750.02	     744.17	     752.11	     754.58	     795.13	           	           	           	           	           	      -2.36	      -3.09	       1.46	 3900027.00	 3505709.75	 3712860.25	
 2005/07/21	  753.45	  757.38	  750.74	  756.98	        3574120	     750.69	     746.32	     751.55	     753.97	     794.62	           	           	           	           	           	      -1.51	      -2.78	       2.54	 3574120.00	 3381434.50	 3825781.50	
 2005/07/22	  761.12	  774.80	  756.33	  768.72	       10027352	     754.73	     750.43	     751.37	     753.54	     794.27	           	           	           	           	           	       0.11	      -2.20	       4.63	10027352.00	 4719139.50	 4565738.00	
 2005/07/25	  767.30	  770.33	  764.16	  764.65	        4065982	     758.28	     754.21	     750.48	     753.10	     793.93	           	           	           	           	           	       1.06	      -1.55	       5.21	 4065982.00	 4944806.50	 4642547.50	
 2005/07/26	  764.60	  785.24	  764.60	  780.75	        9982260	     764.93	     756.98	     750.73	     752.91	     793.51	           	           	           	           	           	       3.07	      -0.62	       7.39	 9982260.00	 6309948.00	 4914321.50	
 2005/07/27	  781.08	  792.74	  780.45	  792.49	        7873262	     772.72	     761.37	     751.76	     753.08	     793.09	           	           	           	           	           	       5.55	       0.61	       9.88	 7873262.00	 7104595.00	 5305152.50	
 2005/07/28	  792.55	  797.40	  787.86	  789.85	        7084350	     779.29	     764.99	     753.32	     753.01	     792.66	           	           	           	           	           	       7.22	       1.93	      10.57	 7084350.00	 7806641.00	 5594038.00	
 2005/07/29	  788.74	  792.45	  785.78	  788.63	        5635019	     783.27	     769.00	     755.34	     752.99	     792.28	           	           	           	           	           	       8.35	       3.22	      10.26	 5635019.00	 6928174.50	 5823657.00	
 2005/08/01	  788.22	  796.52	  786.88	  790.00	        4227431	     788.34	     773.31	     757.49	     753.24	     792.01	           	           	           	           	           	       9.25	       4.42	       9.65	 4227431.00	 6960464.50	 5952635.50	
 2005/08/02	  790.31	  797.53	  787.82	  797.35	        4606458	     791.66	     778.30	     760.30	     753.54	     791.82	           	           	           	           	           	      10.43	       5.62	       9.61	 4606458.00	 5885304.00	 6097626.00	
 2005/08/03	  798.39	  805.12	  797.05	  797.74	        7745970	     792.71	     782.72	     763.45	     753.98	     791.68	           	           	           	           	           	      11.27	       6.75	       9.03	 7745970.00	 5859845.50	 6482220.50	
 2005/08/04	  796.07	  798.53	  792.62	  795.15	        4620920	     793.77	     786.53	     766.42	     754.66	     791.50	           	           	           	           	           	      11.59	       7.72	       7.74	 4620920.00	 5367159.50	 6586900.50	
 2005/08/05	  798.20	  812.66	  797.88	  812.33	        6853864	     798.51	     790.89	     770.66	     755.58	     791.09	           	           	           	           	           	      13.08	       8.79	       8.58	 6853864.00	 5610928.50	 6269551.50	
 2005/08/08	  814.12	  818.98	  811.36	  812.72	        6508898	     803.06	     795.70	     774.95	     756.66	     790.80	           	           	           	           	           	      14.14	       9.86	       8.55	 6508898.00	 6067222.00	 6513843.00	
 2005/08/09	  811.90	  815.12	  806.51	  814.61	        5508797	     806.51	     799.09	     778.03	     757.73	     790.31	           	           	           	           	           	      14.95	      10.88	       8.14	 5508797.00	 6247690.00	 6066497.00	
 2005/08/10	  814.67	  822.24	  812.88	  822.16	        7003216	     811.39	     802.05	     781.71	     758.89	     789.87	           	           	           	           	           	      16.02	      11.91	       8.22	 7003216.00	 6099139.00	 5979492.50	
 2005/08/11	  822.57	  832.89	  821.71	  832.24	        9549257	     818.81	     806.29	     785.64	     760.18	     789.55	           	           	           	           	           	      17.48	      13.02	       8.91	 9549257.00	 7084806.50	 6225983.00	
 2005/08/12	  833.96	  834.98	  817.79	  822.33	       10085244	     820.81	     809.66	     789.33	     761.33	     789.27	           	           	           	           	           	      17.63	      13.94	       7.37	10085244.00	 7731082.50	 6671005.50	
 2005/08/15	  832.15	  839.87	  826.46	  839.51	        9933655	     826.17	     814.61	     793.96	     763.03	     788.98	           	           	           	           	           	      18.92	      14.94	       7.96	 9933655.00	 8416034.00	 7241628.00	
 2005/08/16	  840.07	  842.84	  824.45	  828.23	        8278171	     828.89	     817.70	     798.00	     764.54	     788.49	           	           	           	           	           	      18.81	      15.71	       6.20	 8278171.00	 8969909.00	 7608799.00	
 2005/08/17	  828.22	  834.03	  817.85	  833.84	        7151731	     831.23	     821.31	     802.01	     766.15	     788.12	           	           	           	           	           	      18.96	      16.36	       5.20	 7151731.00	 8999612.00	 7549375.50	
 2005/08/18	  841.70	  843.32	  812.01	  814.29	       15465823	     827.64	     823.23	     804.88	     767.57	     787.60	           	           	           	           	           	      17.31	      16.55	       1.51	15465823.00	10182925.00	 8633866.00	
 2005/08/19	  813.11	  820.78	  809.22	  817.68	        8313833	     826.71	     823.76	     807.33	     769.13	     787.09	           	           	           	           	           	      16.08	      16.46	      -0.75	 8313833.00	 9828643.00	 8779862.00	
 2005/08/22	  819.36	  824.77	  814.64	  823.08	        8259903	     823.42	     824.80	     810.25	     770.69	     786.71	           	           	           	           	           	      15.37	      16.24	      -1.74	 8259903.00	 9493892.00	 8954963.00	
 2005/08/23	  823.20	  823.45	  811.14	  818.05	        6462631	     821.39	     825.14	     812.11	     772.14	     786.31	           	           	           	           	           	      14.23	      15.84	      -3.21	 6462631.00	 9130784.00	 9050346.00	
 2005/08/24	  818.19	  830.54	  818.19	  825.45	        7428816	     819.71	     825.47	     813.76	     773.92	     786.05	           	           	           	           	           	      13.77	      15.43	      -3.30	 7428816.00	 9186201.00	 9092906.00	
 2005/08/25	  825.55	  828.74	  816.44	  823.58	        6891055	     821.57	     824.60	     815.45	     775.95	     785.74	           	           	           	           	           	      13.11	      14.96	      -3.71	 6891055.00	 7471247.50	 8827086.00	
 2005/08/26	  823.76	  825.00	  817.87	  822.20	        5969516	     822.47	     824.59	     817.13	     777.98	     785.43	           	           	           	           	           	      12.32	      14.43	      -4.22	 5969516.00	 7002384.00	 8415513.00	
 2005/08/29	  821.79	  822.49	  808.49	  811.31	        5781239	     820.12	     821.77	     818.19	     779.55	     784.99	           	           	           	           	           	      10.70	      13.69	      -5.97	 5781239.00	 6506651.50	 8000272.00	
 2005/08/30	  809.98	  814.56	  807.44	  809.06	        4130860	     818.32	     819.85	     818.78	     781.14	     784.43	           	           	           	           	           	       9.13	      12.78	      -7.29	 4130860.00	 6040297.00	 7585540.50	
 2005/08/31	  809.55	  817.51	  806.58	  816.76	        3929366	     816.58	     818.15	     819.73	     781.89	     783.99	           	           	           	           	           	       8.41	      11.90	      -6.99	 3929366.00	 5340407.00	 7263304.00	
 2005/09/01	  817.23	  828.97	  814.60	  827.90	        6638056	     817.45	     819.51	     821.37	     782.71	     783.79	           	           	           	           	           	       8.64	      11.25	      -5.23	 6638056.00	 5289807.50	 6380527.50	
 2005/09/02	  829.24	  831.66	  825.68	  829.46	        5531768	     818.90	     820.68	     822.22	     783.76	     783.59	           	           	           	           	           	       8.84	      10.77	      -3.85	 5531768.00	 5202258.00	 6102321.00	
 2005/09/05	  829.77	  832.45	  823.36	  829.34	        5762091	     822.50	     821.31	     823.05	     784.91	     783.35	           	           	           	           	           	       8.89	      10.39	      -3.00	 5762091.00	 5198428.00	 5852540.00	
 2005/09/06	  829.55	  830.05	  815.15	  815.75	        6135587	     823.84	     821.08	     823.11	     785.93	     783.14	           	           	           	           	           	       7.74	       9.86	      -4.24	 6135587.00	 5599373.50	 5819835.50	
 2005/09/07	  815.03	  825.60	  812.99	  825.12	        5939641	     825.51	     821.05	     823.26	     787.26	     783.08	           	           	           	           	           	       7.50	       9.39	      -3.77	 5939641.00	 6001428.50	 5670918.00	
